0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
667,234,640,360,473,360,445,532,-1,-1,834,344,918,453,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,640,203,695,203,584,203,751,219
667,234,640,360,473,360,445,547,528,594,834,344,946,563,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,640,203,723,203,584,203,751,219
667,234,612,360,473,360,445,547,528,594,806,344,139,375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,640,203,723,203,584,203,751,219
695,234,612,360,473,360,445,547,-1,-1,806,344,139,375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,640,203,723,203,584,203,-1,-1
695,234,612,360,473,360,445,547,-1,-1,806,328,946,579,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,640,203,723,203,584,203,-1,-1
695,234,612,360,473,360,445,532,528,594,806,328,139,375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,640,203,723,203,584,203,-1,-1
695,234,612,344,500,360,445,532,528,594,806,328,139,375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,640,203,723,203,584,203,-1,-1
695,234,612,360,473,360,445,532,-1,-1,806,328,139,375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,640,187,723,203,584,203,-1,-1
695,219,612,344,473,360,445,532,-1,-1,806,328,139,375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,640,187,723,187,584,203,-1,-1
695,219,612,344,500,360,445,532,-1,-1,806,328,139,375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,640,187,723,203,584,203,-1,-1
695,219,612,344,500,344,445,532,528,594,834,344,918,469,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,640,187,723,187,584,203,-1,-1
695,219,640,344,500,344,445,532,-1,-1,834,344,139,375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,667,187,723,187,584,203,779,219
695,219,640,344,500,360,445,532,-1,-1,834,344,946,579,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,667,187,723,187,584,203,-1,-1
695,219,640,344,500,360,445,532,556,594,834,344,946,563,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,667,187,723,187,584,203,779,219
695,219,640,344,500,360,445,547,556,594,834,344,946,563,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,667,187,723,187,584,203,779,219
695,219,640,344,500,360,445,547,556,594,834,344,918,453,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,667,187,723,187,584,203,779,219
695,219,640,344,500,360,445,547,556,594,834,344,166,375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,667,187,751,187,584,203,779,219
695,219,640,344,500,360,445,547,556,594,834,344,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,667,187,751,187,584,203,779,219
695,219,640,344,500,360,445,547,556,594,834,344,166,375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,667,187,751,187,584,203,779,219
695,219,640,344,500,360,445,547,556,594,834,344,166,375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,667,187,751,187,584,203,779,219
695,219,640,344,500,360,445,563,556,594,834,328,918,453,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,667,187,723,187,584,203,779,219
695,219,640,344,500,344,445,563,556,594,834,344,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,667,187,723,187,584,187,779,219
695,203,640,344,500,344,445,547,556,594,834,328,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,667,187,723,187,584,203,779,203
695,203,640,344,500,344,445,547,556,579,806,328,166,375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,667,187,723,187,584,203,779,203
695,203,640,344,500,344,445,547,556,579,806,328,166,375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,667,187,723,187,584,203,779,203
