0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
1057,328,667,313,723,313,751,360,-1,-1,584,313,612,641,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1029,297,417,344,695,266,612,266
1057,328,667,313,723,313,723,360,-1,-1,584,313,612,641,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,361,328,417,344,695,266,640,266
1057,328,667,313,723,313,751,360,-1,-1,584,313,612,641,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1029,281,417,344,695,266,612,266
1057,328,667,313,723,313,-1,-1,-1,-1,584,313,612,641,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1029,281,417,344,695,266,612,266
1057,313,667,313,723,313,-1,-1,-1,-1,584,313,612,641,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1029,281,417,344,695,266,612,266
1057,313,667,313,723,313,-1,-1,-1,-1,584,313,612,641,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1029,281,417,344,695,266,612,266
1057,313,667,313,890,469,-1,-1,-1,-1,473,485,612,641,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1029,281,417,344,695,266,612,266
1057,313,667,313,890,469,-1,-1,-1,-1,584,313,612,641,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1029,281,417,344,695,266,612,266
1057,313,667,313,723,313,-1,-1,-1,-1,584,313,612,641,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1029,281,417,344,695,266,612,266
1057,313,667,313,723,313,-1,-1,-1,-1,584,313,612,641,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1029,281,1085,297,695,266,612,266
1057,313,667,313,723,313,-1,-1,-1,-1,584,313,612,641,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1029,281,417,344,695,266,612,266
1057,313,667,313,723,313,-1,-1,-1,-1,584,313,612,641,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1029,281,1085,297,695,266,612,266
1057,313,667,313,723,313,-1,-1,-1,-1,584,313,612,641,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1029,281,1085,297,695,266,612,266
1057,313,667,313,723,313,-1,-1,-1,-1,584,313,612,641,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1029,281,417,344,695,266,612,266
389,360,667,313,723,313,-1,-1,-1,-1,584,313,612,641,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,361,328,417,344,695,266,612,266
1057,328,667,313,723,313,-1,-1,-1,-1,584,313,612,641,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1029,297,417,344,695,266,612,266
1057,328,667,313,723,313,-1,-1,-1,-1,584,313,612,641,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1029,297,417,344,695,266,612,266
1057,328,667,313,723,313,-1,-1,-1,-1,584,313,612,641,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,361,328,417,344,695,266,612,266
1057,328,667,313,723,313,-1,-1,-1,-1,584,313,612,641,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1029,297,417,344,695,266,612,266
389,360,667,313,723,313,723,360,-1,-1,584,313,612,641,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,361,328,417,344,695,266,612,266
1057,328,667,313,723,313,-1,-1,-1,-1,584,313,612,641,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1029,281,417,344,695,266,612,266
1057,313,667,313,723,313,-1,-1,-1,-1,584,313,612,641,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1029,281,417,344,695,266,612,266
1057,313,667,313,723,313,-1,-1,-1,-1,584,313,612,641,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1029,281,417,344,695,266,612,266
1057,313,667,313,723,313,-1,-1,-1,-1,584,313,612,641,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1029,281,417,344,695,266,612,266
1057,313,667,313,890,469,-1,-1,-1,-1,584,313,612,641,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1029,281,417,344,695,266,612,266
